ID's Feed,Name,raw,TergetVal,Dynamic Percentage,Kp,Ki,Kd,Box's Weight,M(t),Percentage(t),error(g),P,Sum_I,I,D,PID,SPEED,MSMStepCounter,SSMStepCounter,tick,Tstart,Treading,raw_factor,state
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,139,139,3,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,174,174,4,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,208,208,5,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,243,243,6,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,278,278,7,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,312,312,8,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,346,346,9,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,380,380,10,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,414,414,11,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,448,448,12,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,482,482,13,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,516,516,14,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,550,550,15,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,585,585,16,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,620,620,17,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,654,654,18,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,688,688,19,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,722,722,20,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,756,756,21,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,790,790,22,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,0,0,20,1000,204,204,0,255,550,824,824,23,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,2,10,18,900,204,204,0,255,550,857,857,24,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,2,10,18,900,204,204,0,255,550,891,891,25,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,2,10,18,900,204,204,0,255,550,925,925,26,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,2,10,18,900,204,204,0,255,550,959,959,27,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,2,10,18,900,204,204,0,255,550,993,993,28,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,2,10,18,900,204,204,0,255,550,1027,1027,29,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,4,20,16,800,204,204,0,255,550,1060,1060,30,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,4,20,16,800,204,204,0,255,550,1094,1094,31,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,4,20,16,800,204,204,0,255,550,1128,1128,32,1,0.2,0,1
$:1.00,,,20,85,50,250,100,196,4,20,16,800,204,204,0,255,550,1162,1162,33,1,0.2,0,0
$:1.00,,,20,85,50,250,100,196,6,30,14,700,204,204,0,255,550,1195,1195,34,1,,,
$:1.00,,,20,85,50,250,100,196,6,30,14,700,204,204,0,255,550,1229,1229,35,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,196,8,40,12,600,204,204,0,255,550,1262,1262,36,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,196,8,40,12,600,204,204,0,255,550,1296,1296,37,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,196,8,40,12,600,204,204,0,255,550,1330,1330,38,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,196,8,40,12,600,204,204,0,255,550,1364,1364,39,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,196,10,50,10,500,204,204,0,255,550,1397,1397,40,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,196,10,50,10,500,204,204,0,255,550,1431,1431,41,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,196,10,50,10,500,204,204,0,255,550,1465,1465,42,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,196,10,50,10,500,204,204,0,255,550,1499,1499,43,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,196,20,10,0,0,204,204,0,204,840,1525,1525,44,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,196,20,10,0,0,204,204,0,204,840,1551,1551,45,1,1,2,EndLine
$InherenticDataArray:,,,,,,,,,,,,,,,,,,,,,,1,2,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,38,38,0,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,72,72,1,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,106,106,2,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,140,140,3,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,174,174,4,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,208,208,5,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,242,242,6,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,276,276,7,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,310,310,8,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,345,345,9,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,379,379,10,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,414,414,11,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,449,449,12,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,483,483,13,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,517,517,14,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,551,551,15,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,585,585,16,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,619,619,17,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,653,653,18,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,687,687,19,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,721,721,20,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,756,756,21,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,790,790,22,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,824,824,23,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,858,858,24,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,892,892,25,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,926,926,26,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,960,960,27,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,994,994,28,1,1,1,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,1028,1028,29,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,1063,1063,30,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,238,0,0,20,1000,204,204,0,255,550,1097,1097,31,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,238,4,20,16,800,204,204,0,255,550,1127,1127,32,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,238,4,20,16,800,204,204,0,255,550,1161,1161,33,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,238,22,1,-2,-100,190,190,0,90,2783,1178,1178,34,1,1,2,EndLine
$:1.00,,,20,85,50,250,100,238,22,1,-2,-100,170,170,0,70,3053,1188,1188,35,1,1,2,EndLine
$InherenticDataArray:,,,,,,,,,,,,,,,,,,,,,,1,2,EndLine
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1837,0,1,1,0,EndLine
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1883,1,1,,,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1929,2,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1975,3,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,2021,4,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,2067,5,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,2113,6,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,2159,7,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,2205,8,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,2251,9,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,2297,10,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,2343,11,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,3,93,27,1296,212,212,0,255,550,1439,2389,12,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,3,93,27,1296,212,212,0,255,550,1439,2435,13,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,519,519,14,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,553,553,15,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,587,587,16,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,621,621,17,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,655,655,18,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,689,689,19,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,723,723,20,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,757,757,21,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,791,791,22,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,825,825,23,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,859,859,24,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,893,893,25,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,927,927,26,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,961,961,27,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,995,995,28,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,1029,1029,29,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,1064,1064,30,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,0,0,30,1440,212,212,0,255,550,1098,1098,31,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,2,6,28,1344,212,212,0,255,550,1129,1129,32,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,2,6,28,1344,212,212,0,255,550,1163,1163,33,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,2,6,28,1344,212,212,0,255,550,1197,1197,34,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,2,6,28,1344,212,212,0,255,550,1231,1231,35,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,6,20,24,1152,212,212,0,255,550,1261,1261,36,1,1,EndLine,
$:1.00,,,30,85,48,240,122,272,6,20,24,1152,212,212,0,255,550,1295,1295,37,1,2,EndLine,
$:1.00,,,30,85,48,240,122,272,6,20,24,1152,212,212,0,255,550,1329,1329,38,1,2,EndLine,
$:1.00,,,30,85,48,240,122,272,6,20,24,1152,212,212,0,255,550,1363,1363,39,1,2,EndLine,
$:1.00,,,30,85,48,240,122,272,6,20,24,1152,212,212,0,255,550,1397,1397,40,1,2,EndLine,
$:1.00,,,30,85,48,240,122,272,6,20,24,1152,212,212,0,255,550,1431,1431,41,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1469,42,1,,,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1515,43,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1561,44,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1607,45,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1653,46,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1699,47,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1745,48,1,1,EndLine,
$:2.00,,,30,85,48,240,122,272,28,93,2,96,212,212,0,255,550,1439,1791,49,1,1,EndLine,
$InherenticDataArray:,,,,,,,,,,,,,,,,,,,,,,1,EndLine,
$:1.00,,,30,85,48,240,122,324,0,0,30,1440,212,212,0,255,550,36,36,0,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,0,0,30,1440,212,212,0,255,550,70,70,1,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,0,0,30,1440,212,212,0,255,550,104,104,2,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,0,0,30,1440,212,212,0,255,550,138,138,3,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,0,0,30,1440,212,212,0,255,550,172,172,4,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,0,0,30,1440,212,212,0,255,550,206,206,5,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,0,0,30,1440,212,212,0,255,550,240,240,6,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,0,0,30,1440,212,212,0,255,550,274,274,7,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,2,6,28,1344,212,212,0,255,550,305,305,8,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,2,6,28,1344,212,212,0,255,550,339,339,9,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,2,6,28,1344,212,212,0,255,550,373,373,10,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,2,6,28,1344,212,212,0,255,550,407,407,11,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,2,6,28,1344,212,212,0,255,550,441,441,12,1,2,EndLine,
$:1.00,,,30,85,48,240,122,324,2,6,28,1344,212,212,0,255,550,475,475,13,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,2,6,28,1344,212,212,0,255,550,509,509,14,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,4,13,26,1248,212,212,0,255,550,539,539,15,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,4,13,26,1248,212,212,0,255,550,573,573,16,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,4,13,26,1248,212,212,0,255,550,607,607,17,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,6,20,24,1152,212,212,0,255,550,637,637,18,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,8,26,22,1056,212,212,0,255,550,667,667,19,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,10,33,20,960,212,212,0,255,550,697,697,20,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,12,40,18,864,212,212,0,255,550,727,727,21,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,14,46,16,768,212,212,0,255,550,757,757,22,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,14,46,16,768,212,212,0,255,550,791,791,23,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,14,46,16,768,212,212,0,255,550,825,825,24,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,14,46,16,768,212,212,0,255,550,859,859,25,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,14,46,16,768,212,212,0,255,550,893,893,26,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,16,53,14,672,212,212,0,255,550,923,923,27,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,18,60,12,576,212,212,0,255,550,953,953,28,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,18,60,12,576,212,212,0,255,550,987,987,29,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,18,60,12,576,212,212,0,255,550,1021,1021,30,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,22,73,8,384,212,212,0,255,550,1051,1051,31,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,24,80,6,288,212,212,0,255,550,1081,1081,32,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,24,80,6,288,212,212,0,255,550,1115,1115,33,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,24,80,6,288,212,212,0,255,550,1149,1149,34,1,1,EndLine,
$:1.00,,,30,85,48,240,122,324,24,80,6,288,212,212,0,255,550,1183,1183,35,1,1,EndLine,
$:2.00,,,30,85,48,240,122,324,26,86,4,192,212,212,0,255,550,1202,1217,36,1,2,EndLine,
$:2.00,,,30,85,48,240,122,324,28,93,2,96,212,212,0,255,550,1202,1258,37,1,2,EndLine,
$:2.00,,,30,85,48,240,122,324,28,93,2,96,212,212,0,255,550,1202,1304,38,1,1,EndLine,
$:2.00,,,30,85,48,240,122,324,28,93,2,96,212,212,0,255,550,1202,1350,39,1,1,EndLine,
$InherenticDataArray:,,,,,,,,,,,,,,,,,,,,,,1,EndLine,
$:1.00,,,30,86,18,90,150,404,22,73,8,144,566,0,0,144,2052,1233,1251,0,1,0,EndLine,
$:1.00,,,30,86,18,90,150,404,22,73,8,144,566,0,0,144,2052,1246,1264,1,1,,,
$:1.00,,,30,86,18,90,150,404,22,73,8,144,566,0,0,144,2052,1259,1277,2,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,22,73,8,144,566,0,0,144,2052,1272,1290,3,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,22,73,8,144,566,0,0,144,2052,1285,1303,4,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,24,80,6,108,566,0,0,108,2539,1296,1314,5,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,24,80,6,108,566,0,0,108,2539,1307,1325,6,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1317,1335,7,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,24,80,6,108,566,0,0,108,2539,1328,1346,8,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,24,80,6,108,566,0,0,108,2539,1339,1357,9,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1348,1366,10,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1357,1375,11,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1366,1384,12,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1375,1393,13,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1384,1402,14,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1393,1411,15,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1402,1420,16,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1411,1429,17,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1420,1438,18,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1429,1447,19,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1438,1456,20,1,1,EndLine,
$:2.00,,,30,86,18,90,150,404,28,93,2,36,566,0,0,36,3513,1441,1465,21,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,12,40,18,324,566,0,0,255,550,674,674,22,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,14,46,16,288,566,0,0,255,550,701,701,23,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,14,46,16,288,566,0,0,255,550,731,731,24,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,14,46,16,288,566,0,0,255,550,761,761,25,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,14,46,16,288,566,0,0,255,550,791,791,26,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,14,46,16,288,566,0,0,255,550,821,821,27,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,14,46,16,288,566,0,0,255,550,851,851,28,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,14,46,16,288,566,0,0,255,550,881,881,29,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,14,46,16,288,566,0,0,255,550,911,911,30,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,14,46,16,288,566,0,0,255,550,941,941,31,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,16,53,14,252,566,0,0,252,591,967,967,32,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,20,66,10,180,566,0,0,180,1565,988,988,33,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,20,66,10,180,566,0,0,180,1565,1003,1003,34,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,20,66,10,180,566,0,0,180,1565,1018,1018,35,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,20,66,10,180,566,0,0,180,1565,1033,1033,36,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,20,66,10,180,566,0,0,180,1565,1048,1048,37,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,20,66,10,180,566,0,0,180,1565,1064,1064,38,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,20,66,10,180,566,0,0,180,1565,1079,1079,39,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,20,66,10,180,566,0,0,180,1565,1094,1094,40,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,20,66,10,180,566,0,0,180,1565,1110,1110,41,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,18,60,12,216,566,0,0,216,1078,1128,1128,42,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,16,53,14,252,566,0,0,252,591,1153,1153,43,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,16,53,14,252,566,0,0,252,591,1182,1182,44,1,1,EndLine,
$:2.00,,,30,86,18,90,150,404,28,93,2,36,566,0,0,36,3513,1195,1200,45,1,1,EndLine,
$:2.00,,,30,86,18,90,150,404,28,93,2,36,566,0,0,36,3513,1195,1209,46,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1201,1219,47,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,26,86,4,72,566,0,0,72,3026,1210,1228,48,1,1,EndLine,
$:1.00,,,30,86,18,90,150,404,24,80,6,108,566,0,0,108,2539,1221,1239,49,1,1,EndLine,
$InherenticDataArray:,,,,,,,,,,,,,,,,,,,,,,1,EndLine,
$:1.00,,,30,86,18,90,150,434,0,0,30,540,480,0,0,255,550,33,33,0,1,0,EndLine,
$:1.00,,,30,86,18,90,150,434,0,0,30,540,566,0,0,255,550,63,63,1,1,,,
$:1.00,,,30,86,18,90,150,434,0,0,30,540,566,0,0,255,550,93,93,2,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,0,0,30,540,566,0,0,255,550,123,123,3,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,0,0,30,540,566,0,0,255,550,153,153,4,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,0,0,30,540,566,0,0,255,550,183,183,5,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,0,0,30,540,566,0,0,255,550,213,213,6,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,2,6,28,504,566,0,0,255,550,240,240,7,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,2,6,28,504,566,0,0,255,550,270,270,8,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,2,6,28,504,566,0,0,255,550,300,300,9,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,6,20,24,432,566,0,0,255,550,327,327,10,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,6,20,24,432,566,0,0,255,550,357,357,11,1,2,EndLine,
$:1.00,,,30,86,18,90,150,434,8,26,22,396,566,0,0,255,550,384,384,12,1,0.2,EndLine,
$:1.00,,,30,86,18,90,150,434,8,26,22,396,566,0,0,255,550,414,414,13,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,8,26,22,396,566,0,0,255,550,444,444,14,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,8,26,22,396,566,0,0,255,550,474,474,15,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,8,26,22,396,566,0,0,255,550,504,504,16,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,8,26,22,396,566,0,0,255,550,534,534,17,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,10,33,20,360,566,0,0,255,550,561,561,18,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,10,33,20,360,566,0,0,255,550,591,591,19,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,10,33,20,360,566,0,0,255,550,621,621,20,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,10,33,20,360,566,0,0,255,550,651,651,21,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,10,33,20,360,566,0,0,255,550,681,681,22,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,10,33,20,360,566,0,0,255,550,711,711,23,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,10,33,20,360,566,0,0,255,550,741,741,24,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,10,33,20,360,566,0,0,255,550,771,771,25,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,14,46,16,288,566,0,0,255,550,798,798,26,1,1,EndLine,
